InChI_Key_Planar	TAGS	NCBITaxonomy	UBERONBodyPartName	Lifestyle_Tag
WGPCZPLRVAWXPW	food|human|naturalproduct|bacterial|bacterial_produced	:9606|Homo sapiens	feces|saliva	food consumption_flavouring|food consumption
WGPOPPKSQRZUTP	naturalproduct|fungal|fungal_produced			
WGQKYBSKWIADBV	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
WGUHOBJSLARYHD	naturalproduct|fungal|fungal_produced			
WGVKWNUPNGFDFJ	food|plant|plant_angiospermae|naturalproduct_plant|naturalproduct		blood|feces	|food consumption
WGVQPPKZKAJDGR	bacterial|bacterial_produced			
WGZKMINRLLRJPF	naturalproduct			
WHAAPCGHVWVUEX	food|human|naturalproduct	:9606|Homo sapiens	feces	|food consumption
WHBHBVVOGNECLV	human|food|naturalproduct	9606|Homo sapiens		food consumption
WHBMMWSBFZVSSR	|food|human|naturalproduct	9606|Homo sapiens		food consumption
WHCJUIFHMJFEFZ	drug|food|human	9606|Homo sapiens		food consumption|drug or medication use
WHEUWNKSCXYKBU	|food|human|naturalproduct	9606|Homo sapiens		food consumption
WHFUDAOCYRYAKQ	naturalproduct			
WHHHJDGNBVQNAU	drug			
WHICJDPSYBJDEN	naturalproduct			
WHMOBEGYTDWMIG	|food|human	9606|Homo sapiens		food consumption
WHNAJPFARNBVDZ	naturalproduct|fungal|fungal_produced			
WHNBKYRXAOMPAE	naturalproduct			
WHOOUMGHGSPMGR	|food|human|naturalproduct	9606|Homo sapiens		food consumption
WHSXTWFYRGOBGO	|food|human|naturalproduct	9606|Homo sapiens		food consumption
WHTCPDAXWFLDIH	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
WHTVZRBIWZFKQO	drug		blood|urine	
WHUUTDBJXJRKMK	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
WHXMKTBCFHIYNQ	drug|human	9606|Homo sapiens		drug or medication use
WHZXJVJVGGWZQI	naturalproduct			
WICAPTTWPBEVPW	naturalproduct			
WIGIZIANZCJQQY	drug|human	9606|Homo sapiens		drug or medication use
WIIZWVCIJKGZOK	biocide_antimicrobial|drug|human|bacterial|bacterial_produced	:9606|Homo sapiens	blood|urine	|drug or medication use
WIKYUJGCLQQFNW	drug|human	9606|Homo sapiens		drug or medication use
WILLZMOKUUPJSL	bacterial|bacterial_produced	920|Acidithiobacillus ferrooxidans:373|Agrobacterium vitis:29459|Brucella melitensis:not specified|Burkholderia phytofirmans:32008|Burkholderia sp:60552|Burkholderia vietnamiensis:not specified|Burkholderia xenovorans:547|Enterobacter sp:33996|Gluconacetobacter diazotrophicus:258591|Halomonas anticariensis:573|Klebsiella pneumoniae:381|Mesorhizobium loti:582670|Methylobacterium pseudosasae:287|Pseudomonas aeruginosa:1085|Rhodospirillum rubrum:382|Sinorhizobium meliloti:680|Vibrio campbellii:190893|Vibrio coralliilyticus:689|Vibrio mediterranei:689|Vibrio shiloi		
WIOKWEJDRXNVSH	naturalproduct|fungal|fungal_produced			
WIONIXOBNMDJFJ	naturalproduct			
WIQRCHMSJFFONW	drug|human	9606|Homo sapiens		drug or medication use
WITLAWYGGVAFLU	naturalproduct			
WIVAGKMXNMVMFC	food			
WIVCOAKLPICYGY	human	9606|Homo sapiens	feces	
WIWXESWGHSIZFN	naturalproduct			
WIYRKQPYGJBQRL	|human	9606|Homo sapiens		
WJAJPNHVVFWKKL	drug|human	9606|Homo sapiens		drug or medication use
WJCNZQLZVWNLKY	biocide_antimicrobial|drug|human	:9606|Homo sapiens	blood|urine	parasitic infectious disease|drug or medication use
WJEOLQLKVOPQFV	drug			drug or medication use
WJFKNYWRSNBZNX	drug|food			food consumption|drug or medication use
WJFVEEAIYIOATH	drug			drug or medication use
WJHRAVIQWFQMKF	food		feces|saliva	personal care products_fragrance
WJMFXQBNYLYADA	naturalproduct			
WJPRKOJNQIZCGY	food|naturalproduct		blood|urine	
WJXSWCUQABXPFS	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
WJXSYUJKJSOJOG	naturalproduct_lichen|naturalproduct			
WKDMJJFSCAZJHE	naturalproduct			
WKGXYQFOCVYPAC	drug|human	9606|Homo sapiens		drug or medication use
WKGYNBDVOPHKOW	plant|naturalproduct_plant|naturalproduct	3977|Euphorbiaceae:38845|Euphorbia dendroides		
WKIHBIBUCQPPBY	plant|plant_angiospermae|naturalproduct_plant|naturalproduct			
WKKBRRFSRMDTJB	food|plant|naturalproduct_plant|naturalproduct|fungal|fungal_produced			
WKLORKLFLMTHHY	environmental			
WKNXOKHAEDTQCX	naturalproduct			
WKOLLVMJNQIZCI	|food|human|plant|naturalproduct_plant|naturalproduct|fungal|fungal_produced	9606|Homo sapiens		food consumption
WKQNRCYKYCKESD	|human	9606|Homo sapiens		
WKQRFNCVSZBUJJ	fungal|fungal_produced			
WKRLQDKEXYKHJB	drug|naturalproduct			drug or medication use
WKRSSAPQZDHYRV	drug_metabolite|synthetic|biocide_antimicrobial		feces	drug or medication use|biocide exposure|bacterial infectious disease
WKSAUQYGYAYLPV	drug|human	9606|Homo sapiens		drug or medication use
WKUOPGZYLRFCHJ	naturalproduct			
WKUVKFZZCHINKG	food			
WKWHYFHGTWZCLM	naturalproduct			
WKYBEGDEGRCZNF	naturalproduct			
WKZHECFHXLTOLJ	|human	9606|Homo sapiens		
WLCHQSHZHFLMJH	plant|naturalproduct_plant|naturalproduct			
WLGALFYTFVOQPY	naturalproduct|fungal|fungal_produced			
WLHQHAUOOXYABV	drug			drug or medication use
WLJVNTCWHIRURA	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
WLJVXDMOQOGPHL	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
WLOBUUJURNEQCL	drug|synthetic|drug_metabolite|human	:9606|Homo sapiens	blood|urine	drug or medication use|hypertension
WLOHNSSYAXHWNR	biocide_antimicrobial|drug		blood|urine	|drug or medication use
WLOUCHKFBGGNEB	naturalproduct			
WLPJMCCYDZFCBL	naturalproduct			
WLRXMMDATRQQNQ	food|naturalproduct			
WLUQQWRUOSZKGN	naturalproduct			
WLWAYPFRKDSFCL	naturalproduct			
WLZDJBOPVJQGLD	bacterial|bacterial_produced			
WMABCPOXSNGIJO	naturalproduct			
WMAITHDYVBQITD	naturalproduct			
WMBWREPUVVBILR	food|drug|human|plant|plant_angiospermae|naturalproduct_plant|naturalproduct	:9606|Homo sapiens	blood|urine	food consumption_coffee|food consumption_tea|food consumption|drug or medication use
WMCQWXZMVIETAO	drug|food|human	9606|Homo sapiens		food consumption|drug or medication use
WMHSRBZIJNQHKT	drug|synthetic		feces	drug or medication use|viral infectious disease
WMKOZARWBMFKAS	food|human|naturalproduct	:9606|Homo sapiens	blood|urine	
WMOWJHFPSNZXSK	naturalproduct			
WMWTYOKRWGGJOA	drug|human	:9606|Homo sapiens	blood|urine	|drug or medication use
WNANPKYNOALKIV	food|human|naturalproduct	:9606|Homo sapiens	feces	|food consumption
WNAQOLSMVPFGTE	drug			drug or medication use
WNBDJWWVEUXKFZ	fungal|fungal_produced			
WNBGYVXHFTYOBY	dissolvedorganicmatter_water_saline|drug			|drug or medication use
WNGMEQXERFPHIP	naturalproduct			
WNGSUWLDMZFYNZ	food			
WNLRTRBMVRJNCN	|food|human|naturalproduct	9606|Homo sapiens		food consumption
WNMJYKCGWZFFKR	drug|human	9606|Homo sapiens		drug or medication use
WNMROEVYEZDXEL	algal|marine_cyanobacteria_insitu|naturalproduct_bacterial|bacterial|bacterial_produced			
WNVIEMRKZPPPOJ	naturalproduct			
WNYADZVDBIBLJJ	|food|human	9606|Homo sapiens		food consumption
WNZBBTJFOIOEMP	|human	9606|Homo sapiens		
WOCGGVRGNIEDSZ	synthetic			
WOFMFGQZHJDGCX	drug			drug or medication use
WOJKRRDDERNLBU	naturalproduct			
WOLXHWJXSQBTRO	fungal|fungal_produced			
WOMAZEJKVZLLFE	|food|human	9606|Homo sapiens		food consumption
WOPKDKPJTJHLPB	naturalproduct			
WOSYVGNDRYBQCQ	food		urine	
WOVKYSAHUYNSMH	naturalproduct			
WOXKDUGGOYFFRN	drug|human	:9606|Homo sapiens	blood|urine	|drug or medication use
WOZSCQDILHKSGG	drug|human	9606|Homo sapiens		drug or medication use
WPALTCMYPARVNV	biocide_insecticide|environmental			
WPASHCDGVMUZKC	naturalproduct|bacterial|bacterial_produced			
WPCVRWVBBXIRMA	|human|naturalproduct|fungal|fungal_produced	9606|Homo sapiens		
WPDITXOBNLYZHH	naturalproduct			
WPEWQEMJFLWMLV	drug			
WPFIJMIBEGNIHW	naturalproduct			
WPGPKDAIJINNNL	naturalproduct|fungal|fungal_produced			
WPHIVUBMBWBSCK	fungal|fungal_produced			
WPJFTNISWIMPLM	naturalproduct			
WPKQVDYSPWCVGM	naturalproduct			
WPLCTUHONLQGIX	bacterial|bacterial_produced			
WPNLWBRKPZXVGD	naturalproduct			
WPSSBBPLVMTKRN	|food|human	9606|Homo sapiens		food consumption
WPVFJKSGQUFQAP	drug|human	9606|Homo sapiens		drug or medication use
WPVSVIXDXMNGGN	naturalproduct			
WPWWKBNOXTZDQJ	|food|human|naturalproduct	9606|Homo sapiens		food consumption
WPXATJMWMPFBJS	naturalproduct|fungal|fungal_produced			
WPYMKLBDIGXBTP	drug|food|human|food_additive|naturalproduct|bacterial|bacterial_produced	9606|Homo sapiens		food consumption|drug or medication use
WQAAJWSIZAAGHM	naturalproduct|fungal|fungal_produced			
WQEPLUUGTLDZJY	|food|human|naturalproduct|bacterial|bacterial_produced	9606|Homo sapiens:339|Xanthomonas campestris		food consumption
WQLPTPGNWCVEOG	bacterial|bacterial_produced			
WQLVFSAGQJTQCK	naturalproduct|food|plant|naturalproduct_plant			
WQMBCGHXXVLQTE	naturalproduct			
WQMLFJWIKARBFW	naturalproduct			
WQOZASFQHLTUGJ	naturalproduct			
WQPAMXVSIZMQQI	naturalproduct			
WQQJTVODGXZMHF	naturalproduct			
WQXNXVUDBPYKBA	naturalproduct|bacterial|bacterial_produced			
WQYQLZJEDBPTDY	naturalproduct|fungal|fungal_produced			
WQZGKKKJIJFFOK	food|plant|human|naturalproduct_plant|plant_angiospermae|naturalproduct	:9606|Homo sapiens	blood|cerebrospinal fluid|feces|milk|saliva|sweat|urine	food consumption_additives|food consumption_fruits|food consumption_sweeteners|food consumption
WRASZOJPKMJGQZ	food			
WRCTUFLKPSXQDM	food|naturalproduct			
WREGKURFCTUGRC	drug|human	9606|Homo sapiens		drug or medication use
WRFPVMFCRNYQNR	|food|human|naturalproduct	9606|Homo sapiens		food consumption
WRFQRUBJBPLPAM	naturalproduct			
WRGQSWVCFNIUNZ	fungal	34433|Leucoagaricus		
WRHBDNJXUOKAGU	naturalproduct|bacterial|bacterial_produced			
WRHZVMBBRYBTKZ	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
WRLBRIWXGBKVHQ	naturalproduct			
WRMRXPASUROZGT	|human	9606|Homo sapiens		
WROHFEWGWYQNPP	naturalproduct			
WROUWQQRXUBECT	|food|human	9606|Homo sapiens		food consumption
WRPFBSLWEKZESU	naturalproduct			
WRQPROLXESIJKE	naturalproduct			
WRUSVQOKJIDBLP	|food|human	9606|Homo sapiens		food consumption
WRXVPTMENPZUIZ	plant_angiospermae|naturalproduct_plant|plant|food|human|naturalproduct	124937|Barnebya harleyi:151868|Ptilochaeta densiflora:1561763|Bunchosia pallescens:9606|Homo sapiens	saliva	|food consumption
WSEGRADBFAKNHQ	|human|naturalproduct	9606|Homo sapiens		
WSEQXVZVJXJVFP	drug|synthetic|food|human	:9606|Homo sapiens	blood|feces|urine	mental depression|food consumption|drug or medication use
WSFGUSJVLMZWTL	fungal|fungal_produced			
WSGPLSDARZNMCW	plant|naturalproduct_plant|plant_angiospermae|naturalproduct			
WSLGBPCJDUQFND	naturalproduct			
WSNJPVCNURDQDC	plant|naturalproduct_plant|naturalproduct			
WSORODGWGUUOBO	|human	9606|Homo sapiens		
WSQWAMGRHJQANC	food|naturalproduct			
WSRCOMOWYVKWBE	naturalproduct|fungal|fungal_produced			
WSRRHFFQNVXIKF	food			
WSRZQBTZCCBWOL	naturalproduct			
WSSJONWNBBTCMG	drug			drug or medication use
WSTYNZDAOAEEKG	naturalproduct			
WSWCOQWTEOXDQX	|food|human|naturalproduct	9606|Homo sapiens		food consumption
WTCVROXOIQEIRC	naturalproduct			
WTDIRAZPDUAJEB	naturalproduct			
WTDRDQBEARUVNC	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
WTFIFQXTQCYJKU	naturalproduct|fungal|fungal_produced			
WTHNOVFEXONZMI	drug|drug_metabolite		blood|urine	
WTJKGGKOPKCXLL	fungal|food|human	9606|Homo sapiens:34433|Leucoagaricus		food consumption
WTKBZJAWPZXKJU	|food|human|naturalproduct	9606|Homo sapiens		food consumption
WTKZEGDFNFYCGP	drug			drug or medication use
WTLBZVNBAKMVDP	synthetic|MS_contaminant|water_waste|environmental		|saliva	products containing flame retardant
WTOYNNBCKUYIKC	food|plant|biocide_insecticide		blood|feces|urine	
WTQWDNIIFGEBSZ	naturalproduct|fungal|fungal_produced			
WTQYWNWRJNXDEG	naturalproduct			
WTTGIVJDHDPLCL	naturalproduct			
WTTJVINHCBCLGX	plant|food_additive	73337|Ceratotherium simum simum		
WTVZRLMVNARECX	naturalproduct			
WUADCCWRTIWANL	food|plant|drug|human|naturalproduct	:9606|Homo sapiens	blood|urine	|food consumption|drug or medication use
WUAXWQRULBZETB	|food|human|naturalproduct	9606|Homo sapiens		food consumption
WUBBRNOQWQTFEX	drug|human	9606|Homo sapiens		drug or medication use
WUFQLZTXIWKION	naturalproduct			
WUGDNVYHMVWTAP	naturalproduct			
WUGMTNYESVFCDC	bacterial|bacterial_produced			
WUILNKCFCLNXOK	drug			
WUJKEABPANBOBA	naturalproduct			
WUKYEOQJBJKFPH	fungal|fungal_produced			
WUPPOLDDVHCHKK	naturalproduct			
WURBVZBTWMNKQT	biocide_antimicrobial|environmental			
WUTLOXOGFQPKLT	naturalproduct			
WUUGFSXJNOTRMR	|bacterial|fungal|human|drug|food|naturalproduct|fungal_produced	9606|Homo sapiens	blood|feces|urine	|food consumption|drug or medication use
WVDDGKGOMKODPV	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
WVGALBKSWOUIEZ	|human	9606|Homo sapiens		
WVHDCAPOGJJVCD	naturalproduct			
WVIMUEUQJFPNDK	|food|human|naturalproduct	9606|Homo sapiens		food consumption
WVJIULQLWBXJKO	naturalproduct			
WVJWALIKYTWYOP	naturalproduct|fungal|fungal_produced			
WVJYEKGQSBGNRP	food|human|naturalproduct	:9606|Homo sapiens	urine	|food consumption
WVKDAMAQNQRJFP	naturalproduct			
WVLOADHCBXTIJK	drug_metabolite|synthetic		feces	drug or medication use
WVMBPWMAQDVZCM	|human|naturalproduct	9606|Homo sapiens		
WVMUCBHSEHBMKA	|human	9606|Homo sapiens		
WVOLTBSCXRRQFR	drug			
WVPPLOSRTXOZAP	naturalproduct			
WVTKBKWTSCPRNU	food|drug|naturalproduct		feces	|drug or medication use
WVULKSPCQVQLCU	bacterial|bacterial_modified|food|human|naturalproduct	:9606|Homo sapiens	bile|blood|feces|urine	|food consumption
WVVJWXDENDJFEC	naturalproduct			
WVVSZNPYNCNODU	drug|human|naturalproduct|fungal|fungal_produced	9606|Homo sapiens		drug or medication use
WVXOMPRLWLXFAP	human		blood|urine	
WWBNBPSEKLOHJU	|human|naturalproduct	9606|Homo sapiens		
WWCPXZSRMMZWRD	plant|naturalproduct_plant|naturalproduct	3977|Euphorbiaceae:not specified|Euphorbia cupanii		
WWELYLJKFRXUQW	naturalproduct			
WWHKWAGFQSZZRK	naturalproduct			
WWJZWCUNLNYYAU	drug			drug or medication use
WWNNZCOKKKDOPX	plant_angiospermae|naturalproduct_plant|plant|food|human	1816324|Niedenzuella multiglandulosa:9606|Homo sapiens	blood|feces|urine	|food consumption
WWNYZTBMVRRLJM	naturalproduct			
WWSNSDWQADMAJB	naturalproduct			
WWSNTLOVYSRDEL	naturalproduct|fungal|fungal_produced			
WWSUFZCWOJULTK	naturalproduct			
WWSWYXNVCBLWNZ	synthetic			
WWSYXEZEXMQWHT	fungal|food|human|naturalproduct|fungal_produced	:9606|Homo sapiens	blood	|food consumption
WWUZIQQURGPMPG	human|drug|food|naturalproduct	:9606|Homo sapiens	blood|feces|urine|saliva	|food consumption|drug or medication use
WWVATHTYIDDAQF	naturalproduct			
WWWGLKAMMZTBJU	naturalproduct			
WWXYBSVWYPHUPZ	|food|human|naturalproduct	9606|Homo sapiens		food consumption
WWYBIFCBAWCPFI	algal|marine_cyanobacteria_insitu|naturalproduct_bacterial|bacterial|bacterial_produced			
WWYNJERNGUHSAO	drug|human	:9606|Homo sapiens	blood|urine	birth control|drug or medication use
WWYQJKVSCKMFCP	naturalproduct			
WWZKQHOCKIZLMA	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
WXBXVVIUZANZAU	bacterial|naturalproduct_bacterial|dissolvedorganicmatter_water_saline|bacterial_produced	1203578|Pseudomonas sp. HPB0071:1396|Bacillus cereus:287|Pseudomonas aeruginosa:339|Xanthomonas campestris		bacterial infectious disease
WXCWCGGJYLUDJP	bacterial|bacterial_produced			
WXCXUHSOUPDCQV	drug			drug or medication use
WXDBUBIFYCCNLE	algal|marine_cyanobacteria_insitu|naturalproduct_bacterial|bacterial|bacterial_produced			
WXFIGDLSSYIKKV	drug|human	9606|Homo sapiens		drug or medication use
WXIJHVRXTHDGKV	naturalproduct|fungal|fungal_produced			
WXLPYHMWBMMBOS	naturalproduct|bacterial|bacterial_produced			
WXMARHKAXWRNDM	food		blood|urine	
WXNXCEHXYPACJF	|food|human	9606|Homo sapiens		food consumption
WXNZTHHGJRFXKQ	drug			drug or medication use
WXOJULRVRHWMGT	naturalproduct_fungal|fungal			
WXTMDXOMEHJXQO	food|human|naturalproduct	:9606|Homo sapiens	blood|feces|urine	|food consumption
WXTNWSNJAHRKRT	naturalproduct|bacterial|bacterial_produced			
WXTPOHDTGNYFSB	|food|human|naturalproduct	9606|Homo sapiens		food consumption
WXTWDABXJFQNRI	naturalproduct			
WXUAQHNMJWJLTG	|food|human|naturalproduct	9606|Homo sapiens		food consumption
WXULKGXQMWVWMP	naturalproduct			
WXUOSNJWDJOHGW	food|plant|naturalproduct_plant		urine	
WXURHACBFYSXBI	drug			drug or medication use
WXVLCNREBFDEKS	naturalproduct			
WYBVBIHNJWOLCJ	animal		feces	
WYDPEADEZMZKNM	food			
WYEMLYFITZORAB	biocide_antimicrobial|environmental|drug			|drug or medication use
WYEPBHZLDUPIOD	|food|human|naturalproduct	9606|Homo sapiens		food consumption
WYJAPUKIYAZSEM	drug|naturalproduct			drug or medication use
WYKQPGOKTKQHQG	naturalproduct			
WYMMNGQSPNWCIK	plant|naturalproduct_plant|naturalproduct			
WYQPLTPSGFELIB	drug|human	9606|Homo sapiens		drug or medication use
WYQVAPGDARQUBT	|food|human|naturalproduct	9606|Homo sapiens		food consumption
WYTGDNHDOZPMIW	food|naturalproduct			
WYUMOABRAAEBAO	naturalproduct			
WYURNTSHIVDZCO	|food|human	9606|Homo sapiens		food consumption
WYVVKGNFXHOCQV	drug			drug or medication use
WYWHKKSPHMUBEB	drug|human|bacterial|bacterial_produced	9606|Homo sapiens		drug or medication use
WYZMMUAUJZZQCB	naturalproduct			
WYZWZEOGROVVHK	naturalproduct|fungal|fungal_produced			
WZDGZWOAQTVYBX	drug			drug or medication use
WZHCMAFZIFECCV	fungal|fungal_produced			
WZHJKEUHNJHDLS	drug			drug or medication use
WZJZMXBKUWKXTQ	biocide_herbicide|environmental			
WZNJWVWKTVETCG	naturalproduct			
WZPBZJONDBGPKJ	biocide_antimicrobial|drug|synthetic|naturalproduct		blood|urine|feces	|drug or medication use
WZRRJZYYGOOHRC	naturalproduct			
WZUVPPKBWHMQCE	food|food_additive|naturalproduct			
WZVRXEOKWMIDDV	drug|naturalproduct|bacterial|bacterial_produced			drug or medication use
WZYGIALDVOKLLL	naturalproduct|plant|naturalproduct_plant			
WZYZDHVPSZCEEP	naturalproduct			
XADCESSVHJOZHK	drug|human	9606|Homo sapiens		drug or medication use
XAFJIIZCMNHLRS	naturalproduct			
XAFNQFHOQPRGAK	naturalproduct			
XAGMUUZPGZWTRP	drug			drug or medication use
XAMQMLHUKZPWHG	fungal|fungal_produced			
XAPNKXIRQFHCHN	naturalproduct			
XAQHSTCVGOTLHK	naturalproduct			
XAZVYFZBPRFBMH	bacterial|bacterial_produced			
XBAMJZTXGWPTRM	naturalproduct			
XBAVGYMDOXCWQU	|food|human	9606|Homo sapiens		food consumption
XBDQKXXYIPTUBI	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
XBFSDEKOTLYPJU	|food|naturalproduct			food consumption
XBGGUPMXALFZOT	food			
XBGJTRDIWPEIMG	naturalproduct			
XBHBWNFJWIASRO	drug|food|human	9606|Homo sapiens		food consumption|drug or medication use
XBJBPGROQZJDOJ	drug			drug or medication use
XBPCUCUWBYBCDP	plant|naturalproduct_plant			
XBQCXFMLWNUHRQ	naturalproduct			
XBTCTDQFKYYTLT	naturalproduct_plant			
XCCTYIAWTASOJW	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
XCEPHNBEHQJSSB	naturalproduct|bacterial|bacterial_produced			
XCEZCXFVJLMPKG	bacterial|bacterial_produced|naturalproduct			
XCGSFFUVFURLIX	fungal		blood|urine	
XCGYUJZMCCFSRP	drug|human	9606|Homo sapiens		drug or medication use
XCHVRLXEQIEULZ	naturalproduct			
XCLJRCAJSCMIND	biocide_antimicrobial|drug			
XCQNRWMPPLJRCM	naturalproduct			
XCSGPAVHZFQHGE	|human	9606|Homo sapiens		
XCTHZFGSVQBHBW	bacterial		saliva	
XCTYLCDETUVOIP	drug|human	9606|Homo sapiens		drug or medication use
XCWGCTNGDUDAMO	fungal|fungal_produced			
XCYFSKKZKGHHRG	plant|naturalproduct_plant|naturalproduct	1087776|Euphorbia pithyusa:3977|Euphorbiaceae:not specified|Euphorbia cupanii		
XCYSQFHYFNWYFP	naturalproduct			
XDDJYYVXLXUTSA	bacterial|bacterial_produced			
XDGRXQNYJMQLPU	naturalproduct			
XDHNQDDQEHDUTM	biocide_antimicrobial|drug|naturalproduct|bacterial|bacterial_produced			|drug or medication use
XDRYMKDFEDOLFX	drug|human	9606|Homo sapiens		drug or medication use
XDSHNNRBLSBDAP	naturalproduct			
XDXDZDZNSLXDNA	drug|human|naturalproduct	9606|Homo sapiens		drug or medication use
XDYGCIOWNPNVIH	naturalproduct			
XEAQIWGXBXCYFX	food|plant|naturalproduct		feces|urine	
XEBKSQSGNGRGDW	food|naturalproduct		blood|cerebrospinal fluid|feces|urine	
XECQQDXTQRYYBH	|human	9606|Homo sapiens		
XEDMLQPKKYHCKK	naturalproduct			
XEEDURHPFVXALT	drug|drug_metabolite		blood|urine	
XEEVLJKYYUVTRC	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
XEFNBVWDOQCMSG	food|plant|plant_angiospermae|naturalproduct_plant|naturalproduct		blood|urine	|food consumption
XEFQLINVKFYRCS	drug|human|bacterial|bacterial_produced	9606|Homo sapiens		drug or medication use
XEHLDSAKZSXOFK	naturalproduct			
XEHLLUQVSRLWMH	naturalproduct			
XEIXQLUJVVEPSF	naturalproduct			
XEKKUBLSBIYRJF	bacterial_produced|naturalproduct_bacterial	1883|Streptomyces	not applicable	
XENHPQQLDPAYIJ	food|human|plant|plant_angiospermae|naturalproduct_plant	:9606|Homo sapiens	blood|urine	|food consumption
XEQDVQKKHOQZEP	naturalproduct			
XEQHVCXFKPCQNM	naturalproduct			
XERUKUVYCHYPHQ	naturalproduct			
XEVQXKKKAVVSMW	|food|plant|naturalproduct_plant|plant_angiospermae|marine_diatom|dissolvedorganicmatter_water_saline|microalgal|naturalproduct	:41953|Pseudo-nitzschia	|feces	food consumption
